品類,品類英文,子分類,子分類名,模板ID,模板名稱,英文名稱,比例,風格注入等級,提示詞
配飾,fashion_acc,common,通用場景,fashion_acc_06_street_style,街拍場景,Street Style Scene,4:03,full,"This fashion accessory captured in an outdoor street style context. A stylish person wearing the accessory while walking along a charming urban sidewalk, cafe terrace, or tree-lined boulevard with soft bokeh city background. Golden hour natural lighting creating warm highlights and gentle shadows on the accessory. The accessory is clearly visible and is the standout element. Shot at 85mm f/2.0 from a slightly low angle for a flattering fashion perspective. Street fashion editorial photography with confident, effortless style. Aspirational daily wear context."
配飾,fashion_acc,common,通用場景,fashion_acc_07_model_showcase,模特展示,Model Showcase,3:04,full,"A model elegantly wearing this fashion accessory in a confident, natural pose. Shot from chest up or waist up depending on accessory type, the accessory is clearly visible and is the absolute focal point. Clean neutral background: light beige or soft gray studio backdrop. Fashion editorial lighting setup: key light at 45 degrees with a large softbox, fill light at 30 degrees opposite side, and a hair/rim light from behind. Shot with a 70mm lens at f/3.5 for beautiful subject separation. The model wears simple, solid-color clothing that complements without competing. Sharp focus on the accessory with slight softness on the background."
配飾,fashion_acc,common,通用場景,fashion_acc_08_accessory_collection,配飾組合,Accessory Collection,1:01,light,"This fashion accessory arranged in an elegant flat lay with complementary accessories: coordinating hat, scarf, belt, sunglasses, or jewelry pieces. Top-down perspective on a clean marble or cream-colored surface. Each item neatly spaced with intentional geometric arrangement. The hero accessory is centrally placed and slightly larger in frame. Shot overhead with a 35mm lens at f/7.1, even diffused softbox lighting eliminating harsh shadows while preserving subtle material textures. Professional fashion flat lay photography showing a curated accessory wardrobe."
配飾,fashion_acc,common,通用場景,fashion_acc_09_lifestyle,品牌氛圍圖,Brand Lifestyle,1:01,full,"This fashion accessory styled in a luxurious lifestyle flat lay composition with premium elements: designer sunglasses, a fine leather wallet, a bouquet of dried flowers, and a fashion magazine on a textured linen or marble surface. Shot from directly above with a 35mm lens at f/5.6. Soft directional lighting from upper left creating refined shadows. Cohesive warm earthy color palette with editorial fashion mood board aesthetic. The composition conveys premium quality, curated taste, and aspirational lifestyle. Each object placed with precise intentional spacing following the rule of thirds."
配飾,fashion_acc,hats,帽子,facc_hat_01_wearing,佩戴展示,Hat Wearing Display,3:04,full,"A model wearing this hat in a natural, confident pose with their face partially visible below the brim. The hat is the hero element, positioned perfectly on the head showing the correct fit and silhouette. Shot from a three-quarter front angle with an 85mm lens at f/2.8, the hat in razor-sharp focus against a soft, neutral light gray studio backdrop. Fashion editorial lighting with a large key softbox at 45 degrees from the right and a subtle fill light opposite. Warm skin tones complement the hat's color. The model wears minimal solid-color clothing so the hat commands full attention as the styling centerpiece."
配飾,fashion_acc,hats,帽子,facc_hat_02_collection,系列展示,Hat Collection Display,4:03,none,"Multiple hat styles from this collection displayed on a row of elegant wall-mounted hooks against a clean white or light wood-paneled wall. Each hat hangs naturally, showing its unique silhouette and design character side by side. The hero hat is positioned at center and slightly forward from the others for visual prominence. Shot with a 50mm lens at f/5.6 from eye level, even diffused studio lighting providing consistent illumination across all hats with no harsh shadows. The arrangement creates a boutique retail display aesthetic, conveying variety and curated style."
配飾,fashion_acc,hats,帽子,facc_hat_03_outdoor,戶外場景,Outdoor Hat Scene,4:03,full,"A person wearing this hat outdoors in bright natural sunshine, walking through a sunlit park path or along a golden wheat field with soft bokeh foliage in the background. The hat provides attractive shade, with dappled sunlight playing across the brim. Golden hour warm light from the side creates beautiful rim lighting on the hat edges. Shot with a 70mm lens at f/2.0 for creamy background separation, camera angle slightly below eye level for an aspirational perspective. The hat is in perfect focus, showing its shape, color, and sun-protective qualities. Lifestyle outdoor fashion photography conveying adventure, warmth, and effortless summer style."
配飾,fashion_acc,hats,帽子,facc_hat_04_detail,細節特寫,Hat Detail Close-up,1:01,light,"Extreme close-up macro photography of this hat highlighting craftsmanship details. Show the weave pattern or fabric texture of the hat body, the precise stitching along the brim edge, and the embroidered or woven brand label on the interior or sweatband. Shot with a 100mm macro lens at f/3.5, ring light providing even illumination across the textile surface. Shallow depth of field draws the eye to the focal detail area while surrounding material falls into soft blur. The texture is rendered so clearly you can count individual thread crossings. Professional hat detail photography for premium e-commerce product pages."
配飾,fashion_acc,hats,帽子,facc_hat_05_seasonal,季節搭配,Seasonal Hat Coordination,3:04,full,"This hat styled as part of a complete seasonal outfit on a model in a lifestyle setting. The model wears a coordinated seasonal look: light linen and sunglasses for summer, or a wool coat and scarf for autumn, with the hat as the defining accent piece. Set in a charming seasonal backdrop such as an outdoor cafe terrace or a leaf-covered park lane. Shot with a 50mm lens at f/2.4 from waist up, warm natural light illuminating the ensemble. The hat is the visual anchor that ties the entire outfit together, clearly in sharp focus while the environment provides soft seasonal atmosphere and color harmony."
配飾,fashion_acc,scarves,圍巾,facc_scarf_01_wrapped,圍繞展示,Scarf Wrapped Display,3:04,full,"A model with this scarf elegantly wrapped around their neck in a classic loop tie, the fabric draping naturally and showing both the outer pattern and a glimpse of the reverse side. Shot from chest level upward with a 70mm lens at f/2.8, the scarf in tack-sharp focus against a minimal light beige studio backdrop. Soft directional key light from the left at 45 degrees highlights the fabric's texture and color depth. The model wears a simple dark solid-color top to let the scarf be the undeniable focal point. Fashion editorial photography conveying warmth, luxury, and effortless draping style."
配飾,fashion_acc,scarves,圍巾,facc_scarf_02_drape,披掛方式,Scarf Draping Styles,1:01,light,"A professional collage showing three to four different ways to wear and drape this scarf, arranged in a clean grid layout on a white background. Each panel shows the same scarf styled differently: looped around the neck, draped over one shoulder as a shawl, tied in a French knot, and loosely wrapped as a cowl. Consistent soft studio lighting at 5500K across all panels with even illumination. Shot with a 60mm lens at f/5.6, each draping style clearly visible on a model or mannequin bust. The layout serves as a practical styling guide while showcasing the scarf's versatility and premium quality."
配飾,fashion_acc,scarves,圍巾,facc_scarf_03_fabric,面料展示,Scarf Fabric Texture,1:01,light,"Close-up photography of this scarf's fabric showing the richness of its textile texture and pattern detail. The scarf is gently gathered to create natural folds that reveal both the surface pattern and the fabric weight. Shot with a 100mm macro lens at f/4.0, shallow depth of field with the central pattern area in razor-sharp focus and the edges falling into soft bokeh. Ring light illumination brings out every thread and weave detail in the fabric. The color reproduction is precise, showing the true hue and saturation of dyes. Professional textile macro photography for luxury fabric appreciation."
配飾,fashion_acc,scarves,圍巾,facc_scarf_04_folded,折疊展示,Scarf Folded Display,1:01,none,"This scarf neatly folded into a square or rectangle on a clean white marble surface, displaying the full pattern and design from directly above. The fold is precise, with one corner slightly turned to reveal the reverse side and fabric weight. Shot overhead with a 50mm lens at f/7.1, even diffused softbox lighting eliminating shadows while preserving the subtle texture of the fabric surface. The entire pattern is visible and the colors are true to life with accurate white balance at 5500K. Product photography that communicates the scarf's complete design, generous dimensions, and premium folding quality."
配飾,fashion_acc,scarves,圍巾,facc_scarf_05_winter,冬日場景,Winter Scarf Scene,3:04,full,"A person bundled up in this warm scarf on a cold winter day, walking through a charming snow-dusted street or standing by a frosted window of a cozy cafe with warm interior light glowing behind them. The scarf is wrapped snugly and prominently, clearly the warmest and most stylish element of the winter outfit. Cool ambient daylight mixed with warm interior tones creates a beautiful color contrast on the scarf. Shot with an 85mm lens at f/2.0, the scarf and face area in crisp focus with the wintry background in soft bokeh. Camera at eye level for a personal, intimate perspective. Winter fashion lifestyle photography evoking coziness, warmth, and seasonal style."
配飾,fashion_acc,hair_acc,髮飾,facc_hair_01_wearing,配戴展示,Hair Accessory Wearing,3:04,full,"This hair accessory beautifully placed in a model's styled hair, shown from a flattering three-quarter rear angle that highlights both the accessory and the hairstyle it complements. The hair is neatly styled to showcase the accessory: an updo for clips, flowing waves for headbands, or a half-up style for barrettes. Shot with a 70mm lens at f/2.8, the accessory in tack-sharp focus against softly blurred hair and skin tones. Soft key light from above-right simulates natural daylight, with a subtle fill from the opposite side. The model's hair color and style are chosen to provide maximum contrast and visibility for the accessory."
配飾,fashion_acc,hair_acc,髮飾,facc_hair_02_variety,款式展示,Hair Accessory Variety,1:01,none,"Multiple hair accessories from this collection arranged in a visually appealing flat lay pattern on a soft blush pink or white velvet surface. The accessories are spaced evenly in rows or a radial pattern, each piece clearly visible and distinct. The hero piece is centered and slightly elevated on a small fabric cushion for prominence. Shot from directly overhead with a 50mm lens at f/6.3, even diffused softbox lighting capturing the sparkle of crystals, the sheen of metal, and the texture of fabric elements. The arrangement feels curated and boutique-like, conveying variety, craftsmanship, and feminine elegance."
配飾,fashion_acc,hair_acc,髮飾,facc_hair_03_close_up,設計特寫,Hair Accessory Design Close-up,1:01,light,"Extreme macro shot of this hair accessory revealing its intricate design details: crystal or pearl settings, metal filigree work, enamel coloring, or hand-stitched fabric elements. Shot with a 100mm macro lens at f/3.2, very shallow depth of field with the key design element in pin-sharp focus and surrounding details falling into artistic blur. Ring light provides even illumination that captures the sparkle and reflections of decorative elements. The level of detail visible conveys premium craftsmanship and justifies the product's value. Professional jewelry-grade macro photography with vivid color reproduction and precise highlight control."
配飾,fashion_acc,hair_acc,髮飾,facc_hair_04_occasion,場合搭配,Hair Accessory for Occasion,3:04,full,"A model wearing this hair accessory dressed for a special occasion: an elegant evening event, a wedding, or a formal dinner with a sophisticated hairstyle and coordinated outfit. The hair accessory is the defining finishing touch, catching the light beautifully in a warmly lit ballroom, garden party, or elegant venue with soft bokeh fairy lights in the background. Shot with an 85mm lens at f/2.0 from a slightly elevated angle looking down at the accessory in the hair. Warm golden lighting creates luxurious highlights on the accessory. The photograph conveys special-occasion glamour and shows how the piece elevates formal styling."
配飾,fashion_acc,hair_acc,髮飾,facc_hair_05_display,收納展示,Hair Accessory Display Stand,4:03,full,"This hair accessory and complementary pieces arranged on a beautiful display stand, ceramic jewelry tray, or velvet-lined organizer box on a vanity table. The hero accessory is placed prominently at the front of the arrangement with other pieces providing visual context without competing. A small mirror, perfume bottle, or fresh flowers nearby create a feminine dressing table vignette. Shot with a 50mm lens at f/3.5 from a slightly elevated angle, soft window light from the left. The scene feels organized, luxurious, and aspirational, suggesting a curated accessory collection and an elegant daily getting-ready ritual."
廚房,kitchenware,common,通用場景,kitchenware_01_white_bg,白底主圖,White Background,1:01,none,"Place this kitchenware product on a pure white background (RGB 255,255,255). Professional e-commerce product photography with a large softbox overhead at 45 degrees and two side fill lights for clean, even illumination. The product should be centered, occupying about 80% of the frame. Slight natural shadow beneath the product for grounding. Front-facing angle tilted 15 degrees to show form and dimension. Shot with a 70mm lens at f/9 for maximum depth of field across the entire product. Ultra-high resolution, crisp details on handle texture, surface finish, and material quality. No other objects in frame. Color accuracy is critical."
廚房,kitchenware,common,通用場景,kitchenware_02_selling_points,賣點標註圖,Feature Highlights,1:01,none,"Create a professional product photography collage for this kitchenware item. Show 4 different views arranged in a clean 2x2 grid layout on a white background: 1) Front view showing the main design, shape, and branding. 2) Close-up of the material quality: non-stick coating, stainless steel finish, or ceramic glaze. 3) Handle or grip detail showing ergonomic design and heat resistance. 4) Interior or functional detail: capacity markings, pour spout, or lid mechanism. Each view clearly separated with clean white space between them. Professional studio lighting, consistent color temperature (5500K) across all shots. Shot with a 60mm lens at f/8 for uniform sharpness in every panel. The layout looks like a premium kitchenware product specification page."
廚房,kitchenware,common,通用場景,kitchenware_03_detail_closeup,細節特寫,Detail Close-up,1:01,light,"Extreme macro close-up photography of this kitchenware product showing material quality and craftsmanship. Split into 2-3 detail zones: surface coating or finish quality (non-stick, enamel, brushed steel), handle attachment and riveting detail, and edge finishing or rim quality. Shot with a 100mm macro lens at f/4, shallow depth of field with ring light illumination. The surface texture should be so detailed you can see the grain of the material. Focus stacking for maximum sharpness across detail zones. Professional kitchenware detail photography conveying food-safe quality and durability."
廚房,kitchenware,common,通用場景,kitchenware_04_size_reference,尺寸參考圖,Size Reference,1:01,none,"This kitchenware product photographed next to common reference objects for size: a standard dinner plate, a hand holding the product, or common food items like an apple or egg. All items arranged on a clean white surface with a subtle grid pattern for measurement reference. The kitchenware product is the hero element in the center. Clean white background, even studio lighting from an overhead softbox. Shot with a 50mm lens at f/11 to keep all objects tack-sharp. The items are proportionally realistic to each other. The composition clearly communicates the product's practical size and capacity."
廚房,kitchenware,common,通用場景,kitchenware_05_kitchen_scene,廚房場景,Kitchen Scene,4:03,full,"This kitchenware product placed naturally in a bright, modern kitchen setting. A clean countertop with the product as the hero item, surrounded by fresh ingredients like herbs, vegetables, or spices adding natural color. Warm natural window light streaming in from the left mixed with soft under-cabinet lighting. The kitchen has clean marble or butcher-block countertops and modern fixtures in the background. Shot with a 35mm lens at f/2.8, shallow depth of field keeping the product sharp while the kitchen environment provides soft, inviting context. Camera angle slightly above at 25 degrees. Warm color tones around 5400K. Inviting culinary lifestyle photography."
廚房,kitchenware,common,通用場景,kitchenware_06_dining_scene,餐桌場景,Dining Table Scene,4:03,full,"This kitchenware product styled on an elegant dining table setting. A beautifully set table with linen napkins, complementary dinnerware, fresh flowers in a vase, and the product placed as the centerpiece or in active serving position. Soft natural light from a nearby window creating warm, inviting atmosphere. The table setting conveys a curated, elevated dining experience. Shot with a 50mm lens at f/2.4 for beautiful bokeh separating the product from the soft background of the dining room. Camera at eye level from a seated dining perspective. Warm, welcoming dining lifestyle photography with a 5500K color temperature."
廚房,kitchenware,common,通用場景,kitchenware_07_cooking_demo,烹飪展示,Cooking Demo,3:04,full,"Hands actively using this kitchenware product during cooking in a well-lit kitchen. The product is in use: stirring in a pan, pouring from a vessel, cutting on a board, or serving from a bowl. Steam, fresh ingredients, or plated food visible in context. Dynamic action shot capturing the moment of use. Shot with a 45mm lens at f/3.2, fast shutter speed to freeze motion, with overhead pendant lighting and natural side light for depth. The product is the clear hero element, hands provide human scale and context. Warm cooking atmosphere, editorial food photography style. Camera angle slightly above at 35 degrees looking down at the cooking action."
廚房,kitchenware,common,通用場景,kitchenware_08_kitchen_set,廚具組合,Kitchen Set,1:01,light,"This kitchenware product arranged in an organized flat lay with complementary kitchen items: matching utensils, cutting board, measuring cups, spice jars, and a kitchen towel. Top-down perspective on a clean wooden or marble surface. Each item neatly spaced with intentional symmetrical arrangement. The hero product is centrally placed and visually prominent. Shot overhead with a 35mm lens at f/7.1, even diffused softbox lighting eliminating harsh shadows while preserving material textures on wood, steel, and ceramic. Professional kitchenware flat lay photography showing a complete culinary toolkit."
廚房,kitchenware,common,通用場景,kitchenware_09_lifestyle,品牌氛圍圖,Brand Lifestyle,1:01,full,"This kitchenware product styled in a warm, aspirational kitchen lifestyle scene. A rustic-modern kitchen vignette: the product on a beautiful countertop alongside artisan bread, a bottle of olive oil, fresh herbs in a ceramic pot, and a linen cloth. Warm morning light pouring through a window, creating soft highlights and gentle shadows. Shot with a 40mm lens at f/4.0 from a slightly low angle to give the scene grandeur. Rich, warm color palette with earthy tones and natural materials. The composition conveys artisan quality, home warmth, and culinary passion. Premium kitchenware brand campaign aesthetic with a cozy, editorial feel."
廚房,kitchenware,cookware,鍋具,kw_cook_01_cooking,烹飪中,Cooking in Progress,4:03,full,"This pot or pan in active use on a stove with food being cooked inside, steam rising gently from the surface. Fresh vegetables, seared protein, or a simmering sauce visible inside the cookware, showing its cooking performance. Shot from a 30-degree overhead angle with a 50mm lens at f/3.5, the cookware interior in sharp focus while the kitchen background falls into warm bokeh. Natural side light from a window mixed with the warm glow of the stovetop creates appetizing highlights on the food and cookware surface. The image conveys real culinary action, heat, aroma, and the cookware's functional excellence."
廚房,kitchenware,cookware,鍋具,kw_cook_02_stovetop,爐台展示,Stovetop Display,4:03,full,"This cookware piece placed prominently on a modern gas or induction stovetop in a clean, well-designed kitchen. The lid is slightly ajar or placed beside the pot, revealing the polished interior surface. Fresh ingredients like herbs, garlic, and olive oil are arranged nearby on the countertop. Shot with a 35mm lens at f/4.0 from a three-quarter front angle at stovetop height. Bright overhead kitchen lighting combined with natural window light from the side creates even illumination on the cookware's exterior finish and hardware. The scene feels like a premium kitchen ready for cooking, conveying quality and culinary aspiration."
廚房,kitchenware,cookware,鍋具,kw_cook_03_interior,內部塗層,Interior Coating Close-up,1:01,light,"Close-up shot looking directly into the interior of this cookware, showcasing the non-stick, ceramic, or stainless steel cooking surface in immaculate detail. The camera angle is from directly above at a slight tilt, revealing the full interior surface, coating texture, and any reinforcement layers visible along the sides. Shot with a 60mm macro lens at f/5.6, ring light illumination providing even, shadow-free coverage that highlights the smoothness and quality of the interior coating. A single drop of water or oil beading on the surface demonstrates the non-stick property. Professional product photography emphasizing food-safe coating quality and durability."
廚房,kitchenware,cookware,鍋具,kw_cook_04_set,整套展示,Cookware Set Display,4:03,none,"A complete cookware set professionally arranged: pots and pans neatly stacked by size with lids placed alongside, showing the full range of pieces in the collection. Set on a clean white or light marble surface with consistent studio lighting from above. The largest piece is at the back, graduating down to the smallest at front for a pyramid-like arrangement. Shot with a 50mm lens at f/8 from a slightly elevated front angle, ensuring all pieces are visible and sharp. Even diffused softbox lighting at 5500K highlights the uniform finish and matching design across the entire set. The image communicates completeness, value, and cohesive kitchen design."
廚房,kitchenware,cookware,鍋具,kw_cook_05_serving,上菜效果,Serving from Cookware,4:03,full,"This cookware piece placed on a dining table trivet with a beautifully prepared dish inside, ready to be served directly to diners. A hand holding a serving spoon ladles food from the pot. The dining table setting includes linen placemats, wine glasses, and warm candlelight in the background. Shot with a 50mm lens at f/2.8 from a seated diner's perspective at a slight angle. Warm, golden ambient lighting from candles mixed with soft overhead light creates an intimate dining atmosphere. The cookware transitions seamlessly from stove to table, demonstrating its dual-purpose elegance and the beauty of farm-to-table style serving."
廚房,kitchenware,tableware,餐具,kw_tab_01_table_set,餐桌擺設,Table Setting Display,4:03,full,"This tableware arranged in a complete, elegant table setting for a formal dinner. Plates stacked with a charger at the base, flanked by polished silverware, crystal water glasses, linen napkins folded artfully, and a small floral centerpiece. Shot from a 25-degree overhead angle with a 35mm lens at f/3.5, the hero tableware in crisp focus while the extended table setting provides soft, luxurious depth. Soft natural window light from the left creates gentle highlights on the ceramic glaze and glass surfaces. The scene communicates refined taste and elevated everyday dining, showcasing the tableware as the foundation of a beautiful table."
廚房,kitchenware,tableware,餐具,kw_tab_02_close_up,花紋特寫,Pattern Detail Close-up,1:01,light,"Macro close-up of this tableware piece focusing on the decorative pattern, glaze texture, and edge detailing such as gold rim, embossed design, or hand-painted motif. Shot with a 100mm macro lens at f/3.5, very shallow depth of field with the primary pattern area in razor-sharp focus and the rest of the plate curving into soft bokeh. Ring light illumination reveals the subtle texture of the ceramic glaze and any metallic accents. The color reproduction is accurate, capturing the true depth of the glaze color. Professional ceramic art photography conveying artisan craftsmanship and luxury dining aesthetics."
廚房,kitchenware,tableware,餐具,kw_tab_03_stacked,堆疊展示,Stacked Tableware Display,3:04,none,"This tableware collection neatly stacked in an attractive vertical arrangement: dinner plates at the base, salad plates, then bowls on top, slightly offset to show each piece's rim design. Set on a clean white or natural linen surface with soft, even studio lighting. Shot from a three-quarter front angle with a 70mm lens at f/5.6, the entire stack in sharp focus from bottom to top. Diffused overhead softbox at 5500K provides clean, shadow-free illumination that reveals the uniform glaze quality and consistent color across all pieces. The composition conveys quality, consistency, and the satisfying completeness of a matching tableware set."
廚房,kitchenware,tableware,餐具,kw_tab_04_food_served,盛菜效果,Food Served on Tableware,1:01,full,"A beautifully plated gourmet dish served on this tableware piece, showing how the plate's design complements and elevates the food presentation. The food is artfully arranged with colorful garnishes, sauces, and micro-herbs. Shot from a 35-degree overhead angle with a 50mm lens at f/2.8, the food and plate rim in sharp focus against a softly blurred dining table background. Warm, directional side light creates appetizing highlights on the food and subtle shadows that reveal the depth of the plate's form. Editorial food photography that showcases the tableware as the perfect canvas for culinary art."
廚房,kitchenware,tableware,餐具,kw_tab_05_collection,系列搭配,Tableware Collection,1:01,none,"The complete matching tableware collection displayed together: dinner plates, side plates, bowls, cups and saucers, and a serving platter, all from the same design series. Arranged in a carefully composed flat lay on a natural linen tablecloth or light wooden surface. Shot from directly overhead with a 35mm lens at f/7.1, even diffused softbox lighting ensuring consistent color and glaze appearance across all pieces. Each piece is spaced with geometric precision, creating a visually satisfying pattern. The arrangement communicates the breadth of the collection and the design harmony that makes mixing and matching within the series effortless."
廚房,kitchenware,baking,烘焙,kw_bake_01_process,烘焙過程,Baking Process,4:03,full,"This baking tool actively in use during the baking process: a whisk beating egg whites into stiff peaks, a rolling pin stretching dough on a floured marble surface, or a silicone spatula folding batter in a bowl. Flour dust and raw ingredients visible around the action area, conveying authentic baking energy. Shot with a 45mm lens at f/3.2 from a 30-degree overhead angle, hands and tool in sharp focus with the messy, flour-dusted kitchen counter providing warm context. Bright natural light from a side window creates a warm, inviting baking atmosphere. The image captures the joy and tactile satisfaction of hands-on baking with quality tools."
廚房,kitchenware,baking,烘焙,kw_bake_02_result,成品展示,Baked Result Display,4:03,full,"Freshly baked goods displayed beautifully with this baking tool placed nearby: golden croissants on a cooling rack, a decorated cake on a turntable, or muffins in a baking tin, still warm from the oven. The baking tool is positioned next to the finished product, showing the direct connection between tool and result. Shot with a 50mm lens at f/3.5 from a slight overhead angle, warm natural morning light creating golden highlights on the baked surfaces and casting soft shadows. The scene conveys the rewarding result of baking with the right equipment, evoking the warmth, aroma, and satisfaction of homemade baking."
廚房,kitchenware,baking,烘焙,kw_bake_03_ingredients,材料準備,Ingredients Preparation,1:01,light,"This baking tool arranged in a mise-en-place style with baking ingredients laid out neatly: measured flour in a bowl, eggs, butter, sugar, vanilla extract, and chocolate chips each in their own small container surrounding the hero tool. Shot from directly above with a 35mm lens at f/6.3, flat lay perspective on a clean marble countertop. Even, bright studio lighting at 5500K ensures all ingredients are clearly visible and colors are accurate. The tool is centrally placed as the key instrument that will bring all ingredients together. The composition conveys organized preparation, recipe-ready readiness, and baking anticipation."
廚房,kitchenware,baking,烘焙,kw_bake_04_display,工具排列,Baking Tools Arranged,1:01,none,"A collection of baking tools including this product neatly arranged in rows or a radial pattern on a clean white or light marble surface: spatulas, whisks, measuring spoons, cookie cutters, piping tips, and pastry brushes, all laid out with geometric precision. The hero tool is positioned centrally and is slightly larger in the composition. Shot from directly overhead with a 50mm lens at f/7.1, even diffused softbox lighting providing uniform illumination with no harsh shadows across all the metal, silicone, and wood textures. The arrangement resembles a professional baker's toolkit, conveying completeness and quality craftsmanship."
廚房,kitchenware,baking,烘焙,kw_bake_05_kids,親子烘焙,Family Baking Together,4:03,full,"A heartwarming scene of a parent and child baking together in a bright, cheerful kitchen, both using this baking tool collaboratively. The child watches with delight as the parent demonstrates, or the child's small hands are guided by the adult's to use the tool. Flour-dusted aprons, cookie dough, and colorful sprinkles add playful charm to the scene. Shot with a 35mm lens at f/2.4 from a slightly above eye level, warm natural kitchen light mixed with soft overhead lighting. Genuine smiles and engagement visible on both faces. The image conveys family bonding, joy, and creating memories through baking together."
保健,health,common,通用場景,health_01_white_bg,白底主圖,White Background,1:01,none,"Place this health and personal care product on a pure white background (RGB 255,255,255). Professional e-commerce product photography with a large softbox overhead at 45 degrees and two side fill lights for clean, shadowless illumination. The product should be centered, occupying about 80% of the frame. Slight natural shadow beneath the product for grounding and depth. Front-facing angle tilted 10 degrees to show packaging design and form. Shot with a 70mm lens at f/9 for maximum depth of field across the entire product. Ultra-high resolution, crisp details on label text, packaging texture, and product surface. No other objects in frame. Color accuracy is critical for hygiene products."
保健,health,common,通用場景,health_02_selling_points,賣點標註圖,Feature Highlights,1:01,none,"Create a professional product photography collage for this health/personal care product. Show 4 different views arranged in a clean 2x2 grid layout on a white background: 1) Front packaging view showing the brand, product name, and key claims. 2) Close-up of the active ingredient or product texture/consistency. 3) Ergonomic design detail: grip, bristle pattern, nozzle, or applicator. 4) Back label or certification marks showing safety and quality standards. Each view clearly separated with clean white space between them. Professional studio lighting, consistent color temperature (5500K) across all shots. Shot with a 60mm lens at f/8 for uniform sharpness. The layout conveys clinical cleanliness and trustworthy product quality."
保健,health,common,通用場景,health_03_detail_closeup,細節特寫,Detail Close-up,1:01,light,"Extreme macro close-up photography of this health/personal care product showing quality details. Split into 2-3 detail zones: bristle tips or product texture at microscopic level, handle grip pattern and ergonomic contours, and material quality with surface finish. Shot with a 100mm macro lens at f/4, shallow depth of field with ring light illumination. The detail level should convey clinical precision and hygiene-grade manufacturing. Focus stacking technique for maximum sharpness across detail zones. Clean, clinical lighting with cool white tone for a medical-grade aesthetic. Professional personal care product macro photography."
保健,health,common,通用場景,health_04_size_reference,尺寸參考圖,Size Reference,1:01,none,"This health/personal care product photographed next to common reference objects for size: a hand holding or gripping the product naturally, and a standard toothbrush or travel toiletry bag nearby for scale comparison. All items arranged on a clean white surface with a subtle grid pattern for measurement. The product is the hero element in the center. Clean white background, even studio lighting from an overhead softbox. Shot with a 50mm lens at f/11 to keep all objects tack-sharp. The items are proportionally realistic to each other. The composition clearly communicates the product's portable, practical size."
保健,health,common,通用場景,health_05_bathroom_scene,浴室場景,Bathroom Scene,4:03,full,"This health/personal care product placed naturally in a bright, clean modern bathroom setting. A pristine white marble or stone countertop next to a sink, with the product as the hero item. A small potted succulent and a folded white towel nearby for warmth. Soft natural light streaming through a frosted window from the left, mixed with clean overhead bathroom lighting. Shot with a 35mm lens at f/2.8, shallow depth of field keeping the product sharp while the bathroom provides a clean, spa-like context. Camera angle slightly above at 20 degrees. Cool-neutral color tones around 5800K. Fresh, hygienic lifestyle photography conveying daily wellness."
保健,health,common,通用場景,health_06_usage_scene,使用場景,Usage Scene,4:03,full,"A person naturally using this health/personal care product in an authentic daily routine moment. The scene shows the product in active use: brushing teeth at a vanity mirror, using a massage tool while relaxing, or applying personal care product in a well-lit bathroom. Soft, flattering natural light from the side creating gentle shadows. The person appears relaxed, healthy, and content during their self-care routine. Shot with a 50mm lens at f/2.0 for cinematic bokeh, the product and hands in crisp focus against a soft background. Camera at eye level for an intimate, relatable perspective. Warm wellness lifestyle photography with authentic, unforced feel."
保健,health,common,通用場景,health_07_effect_demo,效果展示,Effect Demo,3:04,full,"A compelling demonstration of this health/personal care product's benefits and results. Show the product prominently in the foreground with visible evidence of its effectiveness: a bright confident smile for oral care, relaxed muscles for massage tools, or clean refreshed skin for personal care products. Clean, clinical yet warm studio setting with a soft gradient background. Shot with a 85mm lens at f/3.5, the product and result area in sharp focus with a professional portrait-style lighting setup: key light at 45 degrees, fill light opposite, and a subtle backlight for dimension. The image conveys tangible health benefits and product efficacy. Trustworthy, professional health product photography."
保健,health,common,通用場景,health_08_care_bundle,護理組合,Care Bundle,1:01,light,"This health/personal care product arranged in a clean flat lay with complementary care items: matching toothbrush and toothpaste, a face towel, cotton pads, and a small plant or flower. Top-down perspective on a clean white marble or light wood surface. Each item neatly spaced with intentional symmetrical arrangement. The hero product is centrally placed and visually prominent. Shot overhead with a 35mm lens at f/7.1, even diffused softbox lighting eliminating harsh shadows while preserving clean, crisp textures. Professional personal care flat lay photography showing a complete daily wellness routine. Fresh, clean aesthetic with spa-inspired minimalism."
保健,health,common,通用場景,health_09_lifestyle,品牌氛圍圖,Brand Lifestyle,1:01,full,"This health/personal care product styled in a serene wellness lifestyle scene. A spa-inspired vignette: the product on a natural stone tray alongside eucalyptus sprigs, a beeswax candle, organic cotton towels, and a small ceramic dish. Soft morning light filtering through sheer curtains, creating ethereal glow and gentle shadows. Shot with a 40mm lens at f/4.5 from a slightly elevated angle. Calming, natural color palette with whites, greens, and soft earth tones. The composition conveys purity, self-care ritual, and mindful wellness. Premium health brand campaign aesthetic with a tranquil, editorial feel."
